ID,Delay
1,10.771091139768094
2,13.115659958929328
3,11.788473936234885
4,9.714840988035336
5,11.640235600576853
6,12.132960378337689
7,12.190816305496853
8,2.961841551406094
9,10.229189144270334
10,12.831011165523764
11,11.023869472213761
12,12.700944291246682
13,9.427133049483398
14,12.190816305496853
15,11.184552807410855
16,9.660155750723009
17,12.424199224483987
18,13.41044494897824
19,10.505884733433295
20,8.514521671946714
21,4.55776949937515
22,17.83671199547165
23,10.696449312796616
24,11.788473936234885
25,11.579685440277988
26,11.184552807410855
27,9.76867373759891
28,11.45954125147436
29,2.961841551406094
30,10.4983955971724
31,9.552690305188735
32,13.897122646386565
33,11.569236705513974
34,10.375958506900961
35,11.010988287459877
36,11.706863298454026
37,11.025101914714377
38,10.219866526811897
39,10.64528525954208
40,10.135849020296414
41,11.888061474064967
42,10.42361838107443
43,12.768589168205125
44,11.491174182412099
45,11.023869472213761
46,9.96454642228052
47,10.840017796836554
48,3.5923021308010212
49,9.522257392955986
50,13.009052178671599
51,11.910015189929096
52,9.93094404315753
53,9.552690305188735
54,10.03936316613995
55,11.00405520491826
56,8.532447442504852
57,11.788473936234885
58,10.82836776221459
59,11.500628467718624
60,12.841790424990466
61,14.33382453168091
62,11.821479922454742
63,11.688015699849284
64,11.025101914714377
65,7.268571902100101
66,5.3304632341016775
67,4.98771233995051
68,4.579568048098357
69,10.965233617790721
70,12.019342404176298
71,10.4983955971724
72,4.873240672524977
73,9.50273939514707
74,5.854421193394725
75,4.55776949937515
76,12.345562301504634
77,8.455236374025194
78,11.227617751263749
79,10.306060322145708
80,13.33703553448397
81,11.640235600576853
82,10.956497866163561
83,8.434573821285861
84,10.455372892440241
85,10.960131618669124
86,5.3304632341016775
87,10.995357115823174
88,9.45611273556152
89,12.483983598294698
90,10.42361838107443
91,5.3304632341016775
92,10.291521480690102
93,4.806587722679644
94,11.976852389329466
95,8.747443694373743
96,4.579568048098357
97,10.956497866163561
98,9.299174183194868
99,10.64528525954208
100,11.184552807410855
101,13.084215022171222
102,9.239173442910344
103,12.749852121798122
104,12.36900779342011
105,4.484848762531993
106,12.768589168205125
107,11.227617751263749
108,8.88787598836504
109,4.579568048098357
110,10.228460400899422
111,9.427133049483398
112,9.760115706241665
113,11.624568363442418
114,11.788473936234885
115,9.612086693830525
116,11.829440189759595
117,4.484848762531993
118,11.225247516940577
119,10.142404732040063
120,11.916843578079257
121,12.190816305496853
122,9.76867373759891
123,9.833327768032289
124,10.38703823909508
125,9.165537756073974
126,10.572515559688757
127,11.491174182412099
128,10.348712191801525
129,10.404380337329842
130,11.350925180933453
131,4.873240672524977
132,10.696449312796616
133,12.820200526283983
134,13.553949212657084
135,11.023869472213761
136,11.26091391795928
137,13.048093927444647
138,11.873866315451162
139,11.462127381349266
140,11.50540458452445
141,9.64048746874689
142,10.76305957210497
143,14.33382453168091
144,13.170559169282026
145,11.624568363442418
146,11.09158194566375
147,4.579568048098357
148,12.78824407173048
149,11.37774862037825
150,9.306223402640397
151,10.04815355009104
152,13.960427776673928
153,8.006555842106343
154,12.003933189728244
155,11.863292464112394
156,11.910015189929096
157,10.532084006769129
158,9.391015590260027
159,12.479609851858095
160,9.760196601242907
161,8.455236374025194
162,12.362051792929373
163,9.93094404315753
164,10.950895600533451
165,9.306223402640397
166,11.84627164777423
167,10.64528525954208
168,11.821479922454742
169,10.720569557258136
170,10.306060322145708
171,12.019342404176298
172,9.63160461935973
173,9.208746090478021
174,10.746691042590816
175,13.980539067374362
176,3.901585192155548
177,9.239173442910344
178,13.048093927444647
179,6.783395085992138
180,13.115659958929328
181,10.418448521747793
182,9.819895238587474
183,13.553949212657084
184,12.700944291246682
185,9.165537756073974
186,12.493057751027148
187,8.667696837701934
188,10.348712191801525
189,10.509846246818164
190,12.295849111781845
191,15.281529874423287
192,14.797202922163773
193,11.781020114414213
194,12.545567981562275
195,12.567864630379454
196,12.545567981562275
197,13.325703939149856
198,12.05590674681242
199,10.730610177255219
200,10.86777609787186
201,11.38457229177905
202,17.778227424018013
203,12.672636717678134
204,13.611927295544593
205,12.590992464110762
206,12.851853738290696
207,13.474255474927826
208,10.65942085409062
209,14.592621565364754
210,11.269389078787126
211,15.478620175124115
212,12.996644859411207
213,14.001693147765973
214,11.595582072089012
215,13.460540904026335
216,11.66030093140226
217,15.478620175124115
218,12.05590674681242
219,14.035086572911917
220,13.05704567969591
221,23.81545554643149
222,14.592621565364754
223,14.717947120809578
224,13.9537284042481
225,12.915964418273049
226,13.450851705400968
227,13.278877162237903
228,17.778227424018013
229,11.590486316923869
230,14.012529099117312
231,10.65942085409062
232,14.797202922163773
233,13.19211119185753
234,12.996644859411207
235,12.567864630379454
236,10.86777609787186
237,12.957927900236966
238,11.506938777925534
239,10.893532322530232
240,14.592621565364754
241,12.490937958329932
242,13.340960969136864
243,11.880781798536633
244,12.625842084597958
245,14.054633735811443
246,13.460540904026335
247,11.63609653435877
248,12.642930661769046
249,14.237359678674768
250,12.153006644956887
251,10.935495804494149
252,11.014644806815944
253,12.530794213484414
254,13.325703939149856
255,20.437616903070005
256,11.506938777925534
257,13.788165754629953
258,13.481315535366928
259,10.427148907056488
260,12.397496380394006
261,10.933275209922607
262,17.603290254998967
263,14.054633735811443
264,13.591413409494058
265,13.02677686402291
266,13.274083255354773
267,13.769503609677955
268,13.274083255354773
269,11.63609653435877
270,14.636611506567702
271,11.391349192763112
272,11.391349192763112
273,15.224380495088406
274,9.041067949743617
275,13.105651922178605
276,12.652229532164412
277,13.349673665913654
278,11.859107553345263
279,14.158862876936915
280,17.49628722907193
281,12.304363515296615
282,13.274083255354773
283,14.636611506567702
