ID,Delay
1,0.20091299787349515
2,0.1787311114604916
3,0.3070549445947076
4,0.15117071001031204
5,0.13992284367099075
6,0.14754973557666567
7,0.28859151398175587
8,0.04628790854141229
9,-0.01446043741542033
10,0.15195984419187558
11,0.0605320411523248
12,0.21966023023923886
13,-0.047595553475375
14,0.28859151398175587
15,0.09837832825736657
16,-0.05313843923393238
17,0.1680547069327242
18,0.31452971262153634
19,0.17493034716816905
20,0.23423957064243073
21,0.11421255842037015
22,0.09874957693760887
23,0.12277441782173168
24,0.3070549445947076
25,0.1375934161479916
26,0.09837832825736657
27,0.052683300894742185
28,0.24237483633702295
29,0.04628790854141229
30,0.1861798627139595
31,0.22038306235000604
32,0.10575896066841137
33,-0.07046019327479533
34,0.16169790998287015
35,0.02748350873775296
36,0.10481113966306699
37,0.16819878208880615
38,0.1286733281252003
39,0.0037460251102041653
40,0.11721036760308548
41,0.18943648114986233
42,0.0227443255718197
43,0.26975057451226514
44,0.11092258807393077
45,0.0605320411523248
46,0.1680393013189058
47,0.23206246602696248
48,0.06014441683383698
49,0.1316330014491577
50,0.26079792555173886
51,0.18798255159946198
52,0.17155375855521815
53,0.22038306235000604
54,0.005817785250396668
55,0.1260952342862417
56,0.18080519869418854
57,0.3070549445947076
58,0.029818661095321858
59,0.058097968449529275
60,0.29938506319614167
61,0.2901336230571713
62,0.18580544698399373
63,0.0045322852929498
64,0.16819878208880615
65,0.0008351933595752981
66,0.03050992814996048
67,0.07232581284717349
68,-0.005896371719787602
69,-0.013931145320001975
70,-0.029165512818797423
71,0.1861798627139595
72,0.06827968252842918
73,0.08606390729732327
74,-0.004148067105359879
75,0.11421255842037015
76,0.1772729257249199
77,-0.06828308865932708
78,-0.03963492993144033
79,0.04013103140538231
80,0.2972079585806734
81,0.13992284367099075
82,0.15834806291558548
83,0.1976737900027823
84,0.24938422006782543
85,0.07374243512935452
86,0.03050992814996048
87,0.24642096665576724
88,0.024433560294156248
89,-0.062294763443420414
90,0.0227443255718197
91,0.03050992814996048
92,0.20460508195855423
93,0.07528906625923168
94,0.057814166696737335
95,-0.08213959695175177
96,-0.005896371719787602
97,0.15834806291558548
98,0.2058090556973745
99,0.0037460251102041653
100,0.09837832825736657
101,0.18241320756152896
102,0.1838172817103576
103,0.1723119119309746
104,0.2664735252671401
105,0.08083195201778906
106,0.26975057451226514
107,-0.03963492993144033
108,0.008404202383999998
109,-0.005896371719787602
110,0.1329883479945373
111,-0.047595553475375
112,0.2883077122289639
113,-0.04636649501080323
114,0.3070549445947076
115,0.010591486377499543
116,0.15051298898872387
117,0.08083195201778906
118,0.17677781908013626
119,0.040361828726773435
120,0.1961178172940542
121,0.28859151398175587
122,0.052683300894742185
123,0.09377326010391229
124,0.042068610539373025
125,-0.06014782296473488
126,0.13295979078611386
127,0.11092258807393077
128,0.047140415136184805
129,-0.07159255627421376
130,-0.011439983423385508
131,0.06827968252842918
132,0.12277441782173168
133,0.06932755100970459
134,0.3115664592094782
135,0.0605320411523248
136,0.20312720102485668
137,0.2520257333421074
138,0.0808040677333374
139,0.1549801219815542
140,0.010422853403850948
141,-0.02153477293892249
142,0.1550710136704604
143,0.2901336230571713
144,0.24304718550046933
145,-0.04636649501080323
146,0.16198950571235668
147,-0.005896371719787602
148,0.35345320478267483
149,-0.01011048318222052
150,0.11795996859164948
151,0.20132803271342914
152,0.20818371351560605
153,0.0586507451173878
154,0.013103681685974117
155,0.07696736562413045
156,0.18798255159946198
157,0.212818439428177
158,0.04417716172412661
159,-0.005505415028766239
160,0.08504843066264789
161,-0.06828308865932708
162,0.011881290804796371
163,0.17155375855521815
164,0.11366954224662439
165,0.11795996859164948
166,0.10245680163432758
167,0.0037460251102041653
168,0.18580544698399373
169,0.24205069318599515
170,0.04013103140538231
171,-0.029165512818797423
172,-0.10119462658832867
173,0.19594984811958324
174,0.09429411664790921
175,0.24007583972187999
176,0.050892976694866573
177,0.1838172817103576
178,0.2520257333421074
179,0.11449636017316209
180,0.1787311114604916
181,0.07471823046733539
182,-0.025888463573672332
183,0.3115664592094782
184,0.21966023023923886
185,-0.06014782296473488
186,0.12611689942435877
187,-0.05621912153265671
188,0.047140415136184805
189,-0.009960195141055145
190,0.1438020826468991
191,0.32834112601132165
192,0.44437886328373005
193,0.1705674204702657
194,0.2741386008007266
195,0.32086125623088346
196,0.2741386008007266
197,0.25262356848392536
198,0.14812629047577314
199,0.2778540402290831
200,0.23334398602202353
201,0.06674876925775788
202,0.49097255627198083
203,0.23535672501512542
204,0.1769895657983785
205,0.34777132489186335
206,0.27193474758611375
207,0.4394411207328366
208,0.22567582119451218
209,0.21625438449213288
210,0.13355937716791413
211,0.32853696361683143
212,0.3444716047217876
213,0.31522561163578083
214,0.09826797624285438
215,0.43306565273748093
216,0.3357382565376769
217,0.32853696361683143
218,0.14812629047577314
219,0.45769021526478065
220,0.28220180431885583
221,0.3979998008398519
222,0.21625438449213288
223,0.16741243113780324
224,0.20096317050287507
225,0.23407752808308704
226,0.21920052777629362
227,0.24401820276853686
228,0.49097255627198083
229,0.1586790829536925
230,0.3149742253203012
231,0.22567582119451218
232,0.44437886328373005
233,0.3723926917700277
234,0.3444716047217876
235,0.32086125623088346
236,0.23334398602202353
237,0.18956747387602743
238,0.12777272473674284
239,0.14264972504353626
240,0.21625438449213288
